primary_key,eco_sect,Last_dep,job_dep,job_desc,Type_of_contract,JOB_CATEGORY,Work_condition,EMPLOYER_TYPE,working_hours,Employee_count
30111,"RZ","73","73","424a","CDI","O","C",NA,427,NA
30149,"GZ","38","38","552a","CDI","O","C","ct_9",1104,"tr_4"
30151,"HZ","94","94","451a","CDI","O","P","ct_9",910,"tr_2"
30158,"NZ","29","29","691c","CDI","O","P","ct_8",1096,"tr_2"
30161,"CH","46","19","673a","CDI","O","C","ct_9",1560,"tr_1"
30168,"FZ","69","69","632a","CDI","O","C","ct_9",1605,"tr_3"
30178,"PZ","75","75","374d","CDI","O","C","ct_9",1023,"tr_3"
30196,"MA","69","69","479b","CDI","O","C","ct_9",840,"tr_4"
30202,"CJ","38","38","622a","CDI","O","C","ct_9",1392,"tr_4"
30219,"FZ","59","59","632f","CDI","O","C","ct_9",1596,"tr_2"
30227,"HZ","60","93","466c","CDI","O","C","ct_9",495,"tr_3"
30233,"OZ","69","69","333f","CDI","O","C","ct_2",1827,"tr_6"
30262,"MA","69","69","462e","CDI","O","C","ct_9",1820,"tr_5"
30278,"FZ","24","24","622c","CDI","O","C","ct_9",1372,"tr_3"
30285,"PZ","06","06","542a","CDI","O","P","ct_9",1298,"tr_1"
30290,"CG","58","58","674a","CDI","O","C","ct_9",1771,"tr_2"
30296,"OZ","76","76","524b","CDI","O","P","ct_1",1517,"tr_5"
30309,"QA","57","57","526a","AUT","O","C","ct_3",910,"tr_6"
30333,"MA","91","91","373c","CDI","O","C","ct_9",1567,"tr_2"
30353,"CM","39","39","673c","CDI","O","C","ct_9",498,"tr_1"
30357,"FZ","55","55","634b","CDI","O","C","ct_9",1854,"tr_2"
30359,"GZ","34","34","374d","CDI","O","C","ct_9",1696,"tr_5"
30374,"OZ","23","23","525b","CDI","O","C",NA,151,NA
30382,"QB","90","90","563b","CDI","O","P","ct_9",620,"tr_0"
30389,"GZ","25","25","433d","CDI","O","C","ct_9",1351,"tr_2"
30411,"GZ","95","77","554e","CDI","O","C","ct_9",688,"tr_4"
30412,"GZ","69","01","676c","CDD","O","P","ct_9",665,"tr_4"
30422,"KZ","83","13","543b","CDI","O","C","ct_9",1820,"tr_6"
30425,"HZ","84","69","641a","CDI","O","C","ct_9",1777,"tr_4"
30430,"PZ","35","35","423b","CDI","O","P","ct_9",899,"tr_5"
30447,"QB","30","30","525a","CDI","O","P","ct_8",1081,"tr_3"
30448,"QA","51","51","526a","CDI","O","C","ct_8",293,"tr_4"
30464,"KZ","87","87","462c","CDI","O","C","ct_8",1043,"tr_2"
30465,"HZ","86","86","641a","CDI","O","C","ct_9",1515,"tr_3"
30479,"QB","91","91","563a","CDI","O","N","ct_7",2580,"tr_1"
30498,"CL","52","52","672a","CDI","O","C","ct_9",1826,"tr_4"
30508,"HZ","78","78","634c","CDI","O","C","ct_9",2126,"tr_5"
30509,"QB","53","53","563a","CDI","O","P",NA,303,NA
30512,"QB","74","74","563b","CDI","O","P","ct_8",441,"tr_2"
30522,"QB","70","70","563b","CDI","O","N","ct_7",848,"tr_1"
30523,"QA","81","81","526a","CDI","O","C","ct_9",1595,"tr_5"
30536,"KZ","29","29","467a","CDI","O","C","ct_9",1820,"tr_6"
30548,"SZ","59","59","553c","CDI","O","C","ct_9",1820,"tr_1"
30575,"QB",NA,NA,"434b","CDI","O","C","ct_8",1820,"tr_3"
30576,"QB","26","84","434d","CDI","O","C","ct_8",1820,"tr_5"
30598,"PZ","38","38","524b","CDI","O","P","ct_1",1456,"tr_5"
30601,"PZ","05","13","423b","CDI","O","C","ct_8",1368,"tr_5"
30604,"GZ","06","06","462b","CDI","O","C","ct_9",653,"tr_2"
30609,"TZ","64","64","563c","CDI","O","N","ct_7",1086,"tr_1"
30611,"NZ","75","75","564a","CDI","O","C","ct_8",1820,"tr_1"
30616,"CE","69","69","372b","CDI","O","C","ct_9",1820,"tr_5"
30625,"QB","64","64","563b","CDI","O","P","ct_9",982,"tr_5"
30643,"QB","83","83","526a","CDI","O","C","ct_8",258,"tr_5"
30649,"GZ","26","26","553c","CDI","O","C","ct_9",1916,"tr_5"
30657,"PZ","32","32","341a","CDI","O","C","ct_8",1820,"tr_1"
30668,"HZ","45","45","451a","CDI","O","P","ct_9",1323,"tr_2"
30687,"SZ","44","44","685a","CDI","O","C","ct_9",1582,"tr_1"
30690,"HZ","06","06","641a","CDI","O","C","ct_9",2064,"tr_2"
30722,"QB","19","19","526a","CDI","O","C","ct_3",330,"tr_5"
30726,"TZ","25","25","563c","CDI","O","C",NA,201,NA
30736,"LZ","93","93","684a","AUT","O","C","ct_5",1810,"tr_6"
30742,"GZ","84","84","543b","CDI","O","P","ct_9",832,"tr_3"
30745,"QB","21","21","563a","CDI","O","N","ct_7",274,"tr_0"
30751,"SZ","65","65","541b","CDI","O","P","ct_9",780,"tr_3"
30753,"GZ","39","39","653a","CDI","O","P","ct_9",632,"tr_1"
30762,"QB","63","63","563b","AUT","O","P","ct_2",1651,"tr_6"
30763,"IZ","75","75","561d","CDI","O","P","ct_9",1040,"tr_3"
30771,"KZ","94","75","543b","CDI","O","P","ct_9",715,"tr_3"
30778,"QA","04","04","526e","CDI","O","C","ct_9",2200,"tr_2"
30786,"QA","04","04","526a","CDI","O","C","ct_9",2006,"tr_5"
30787,"HZ","69","69","641b","CDI","O","C","ct_9",1841,"tr_6"
30805,"NZ","34","34","464a","CDI","O","C","ct_8",1688,"tr_3"
30811,"FZ","31","31","372a","CDI","O","C","ct_9",514,"tr_1"
30817,"QB","38","38","431c","CDI","O","C","ct_8",1656,"tr_2"
30826,"RZ","29","29","525c","CDI","O","C","ct_8",904,"tr_2"
30839,"HZ","86","86","486d","CDI","O","C","ct_9",1820,"tr_4"
30855,"MA","75","75","342g","CDI","O","C","ct_9",1820,"tr_5"
30859,"GZ","29","29","676d","CDI","O","C","ct_8",1447,"tr_2"
30865,"NZ","91","91","561b","CDI","O","C","ct_9",1179,"tr_2"
30872,"GZ","28","45","653a","CDI","O","C","ct_9",455,"tr_6"
30882,"SZ","63","63","387e","CDI","O","C","ct_9",1799,"tr_4"
30899,"NZ","44","44","684a","CDI","O","P","ct_9",899,"tr_2"
30917,"CG","77","77","637a","CDI","O","C","ct_9",1339,"tr_3"
30922,"HZ",NA,NA,"451a","CDI","O","C","ct_9",1817,"tr_6"
30941,"GZ","06","06","682a","CDI","O","C","ct_9",1330,"tr_1"
30945,"CE","61","61","674a","CDI","O","C","ct_9",1931,"tr_4"
30957,"GZ","42","42","477b","CDI","O","C","ct_9",1792,"tr_5"
30959,"GZ","33","92","373b","CDI","O","C","ct_9",1820,"tr_6"
30972,"SZ","10","10","331a","CDI","O","C","ct_4",1820,"tr_4"
30979,"GZ","91","91","542a","CDI","O","C","ct_9",1820,"tr_1"
30989,"QB","63","63","526d","CDI","O","C","ct_8",1635,"tr_3"
30996,"OZ","75","75","524c","TOA","O","P","ct_2",320,"tr_6"
31024,"FZ","93","77","634b","CDI","O","C","ct_9",625,"tr_2"
31028,"QA","95","75","632k","AUT","O","C","ct_3",1820,"tr_6"
31029,"HZ","83","83","641b","CDI","O","C","ct_9",1409,"tr_4"
31060,"OZ","37","37","545d","CDI","O","C","ct_8",2036,"tr_6"
31082,"QA","74","74","526b","CDI","O","P","ct_6",1562,"tr_1"
31105,"EZ","01","01","684a","CDI","O","P","ct_9",1176,"tr_3"
31123,"CJ","37","37","487a","CDI","O","C","ct_9",1749,"tr_2"
31126,"QB","74","74","563b","CDI","O","P","ct_9",362,"tr_2"
31136,"QB","79","79","563a","CDI","O","N","ct_7",132,"tr_0"
31160,"GZ","25","25","652a","CDI","O","C","ct_9",441,"tr_3"
31162,"NZ","83","25","486e","CDI","O","C","ct_9",1218,"tr_6"
31174,"PZ","35","35","423b","CDI","O","P","ct_9",899,"tr_5"
31190,"CL","62","62","653a","CDI","O","C","ct_9",639,"tr_6"
31195,"HZ","60","93","466c","CDI","O","C","ct_9",495,"tr_3"
31200,"CE","45","45","676c","CDI","O","C","ct_9",1659,"tr_6"
31206,"PZ","78","78","341a","CDI","O","C","ct_8",1827,"tr_4"
31208,"QA",NA,NA,"525d","AUT","O","C","ct_3",1820,"tr_6"
31219,"NZ",NA,"29","691c","TOA","O","C","ct_8",286,"tr_0"
31223,"GZ","03","75","554e","CDI","O","C","ct_9",479,"tr_1"
31231,"OZ","70","70","524c","CDI","O","P","ct_2",546,"tr_1"
31237,"PZ","19","31","524b","CDI","O","P",NA,152,NA
31252,"HZ","62","62","641a","CDI","O","C","ct_9",2200,"tr_1"
31263,"FZ","78","78","481a","CDI","O","C","ct_9",1820,"tr_5"
31267,"TZ","77","77","563c","CDI","O","N","ct_7",1086,"tr_0"
31271,"QB","85","85","421b","CDI","O","C","ct_8",1218,"tr_3"
31279,"HZ","29","29","641a","CDI","O","P","ct_9",1380,"tr_4"
31281,"QA","62","59","431f","CDI","O","C","ct_9",1820,"tr_5"
31288,"GZ","35","35","653a","CDI","O","C","ct_9",1785,"tr_5"
31295,"QB","84","84","526a","CDI","O","P","ct_8",1595,"tr_4"
31299,"QB","72","72","563a","CDI","O","N","ct_7",3000,"tr_1"
31303,"QA","30","30","542a","CDI","O","C","ct_6",1326,"tr_1"
31315,"QB","83","83","526a","CDI","O","C","ct_9",1856,"tr_5"
31316,"QB","94","94","451h","CDI","O","C","ct_4",1820,"tr_5"
31322,"CG","71","71","674a","CDI","O","C","ct_9",1652,"tr_6"
31327,"LZ","35","35","543b","CDI","O","C","ct_9",910,"tr_0"
31349,"CA","29","29","628g","CDI","O","C","ct_9",1820,"tr_6"
31351,"HZ","31","31","451a","CDI","O","C","ct_9",1822,"tr_2"
31375,"QB","31","31","525d","CDI","O","C","ct_9",1820,"tr_4"
31385,"JA","27","93","353c","CDI","O","C","ct_9",1355,"tr_5"
31396,"CA","51","51","561d","CDI","O","C","ct_9",1827,"tr_6"
31407,"IZ","56","56","468a","CDI","O","C","ct_9",979,"tr_2"
31420,"QA","13","13","431d","AUT","O","C","ct_3",1820,"tr_6"
31422,"CA","06","06","554a","CDI","O","P","ct_9",1416,"tr_1"
31424,"OZ","91","94","431e","CDI","O","P","ct_8",1414,"tr_6"
31433,"CG","69","69","543g","CDI","O","C","ct_9",1544,"tr_3"
31440,"EZ",NA,NA,"543c","CDI","O","P","ct_9",1422,"tr_4"
31447,"FZ","38","38","543g","CDI","O","C","ct_9",1820,"tr_3"
31470,"SZ","13","13","435a","CDI","O","C","ct_8",1820,"tr_2"
31471,"QA","06","06","542a","CDI","O","C","ct_8",1649,"tr_1"
31473,"SZ","62","62","562b","CDI","O","C","ct_9",1782,"tr_1"
31481,"QB","67","67","526a","CDI","O","C","ct_8",1820,"tr_5"
31493,"QB","04","04","563b","CDI","O","P","ct_8",1438,"tr_3"
31494,"GZ","03","03","636a","CDI","O","C","ct_9",1597,"tr_6"
31520,"NZ","76","76","461f","CDI","O","C","ct_9",1106,"tr_5"
31524,"PZ","44","44","422e","CDI","O","P","ct_1",1224,"tr_4"
31530,"FZ","06","06","621a","CDI","O","C","ct_9",1292,"tr_5"
31537,"QA","31","31","525d","CDI","O","C","ct_8",1620,"tr_6"
31550,"HZ","60","93","543b","CDI","O","C","ct_9",1551,"tr_2"
31574,"CK","79","79","623f","CDI","O","C","ct_9",1596,"tr_5"
31578,"CI","37","37","622e","CDI","O","C","ct_9",455,"tr_5"
31585,"CH","2B","2B","543f","CDI","O","C","ct_6",1433,"tr_1"
31587,"QA","93","93","526e","CDI","O","C","ct_9",2200,"tr_2"
31592,"KZ","75","75","461b","CDI","O","P","ct_9",567,"tr_1"
31595,"CB","13","13","465a","CDI","O","C","ct_9",1883,"tr_3"
31597,"QA","69","69","526a","CDI","O","P","ct_8",1237,"tr_5"
31610,"RZ","44","44","542a","CDI","O","P","ct_8",835,"tr_1"
31619,"GZ","75","75","554e","CDI","O","C","ct_9",1235,"tr_1"
31629,"PZ","13","13","525b","CDI","O","C","ct_8",1870,"tr_4"
31633,"QB","31","31","563a","CDI","O","N","ct_7",3000,"tr_0"
31634,"EZ","33","33","634d","CDI","O","C","ct_9",1858,"tr_3"
31635,"CA","82","82","554a","CDI","O","P","ct_6",236,"tr_1"
31637,"MA","31","31","486b","CDI","O","C","ct_9",811,"tr_6"
31640,"KZ","22","22","467b","CDI","O","C","ct_9",684,"tr_5"
31642,"QB","50","50","563a","CDI","O","N","ct_7",542,"tr_0"
31649,"FZ","77","95","632a","CDI","O","C","ct_9",320,"tr_6"
31654,"FZ","79","85","632j","CDI","O","C","ct_9",1820,"tr_6"
31655,"HZ","69","69","487a","CDI","O","C","ct_9",432,"tr_6"
31665,"SZ","42","42","524c","CDI","O","C","ct_4",1820,"tr_2"
31667,"PZ","86","86","422c","CDI","O","C","ct_8",449,"tr_6"
31686,"HZ","37","37","451a","CDI","O","P","ct_9",106,"tr_3"
31691,"NZ","92","78","477c","CDI","O","C","ct_9",1554,"tr_6"
31715,"QB","92","92","435b","CDI","O","C","ct_8",1211,"tr_1"
31724,"NZ","77","77","681b","CDI","O","C","ct_9",1326,"tr_1"
31741,"QB","18","18","526a","CDI","O","P","ct_8",651,"tr_4"
31744,"CA","29","29","625d","CDI","O","C","ct_9",1820,"tr_5"
31767,"RZ","83","83","655a","CDI","O","C","ct_9",1716,"tr_2"
31775,"MA","75","75","372b","CDI","O","C","ct_9",1771,"tr_6"
31776,"KZ","59","59","467c","CDI","O","C","ct_9",879,"tr_0"
31785,"NZ","69","38","684a","CDI","O","C","ct_9",2001,"tr_5"
31786,"RZ","67","67","543g","CDI","O","C","ct_8",1820,"tr_1"
31795,"CL","79","79","632d","CDI","O","C","ct_9",1153,"tr_4"
31796,"NZ","60","60","561d","CDI","O","C",NA,188,"tr_0"
31807,"HZ","78","78","641a","CDI","O","C","ct_9",1913,"tr_2"
31819,"GZ","56","56","634c","CDI","O","C","ct_9",1368,"tr_4"
31821,"NZ","36","94","534a","CDI","O","C","ct_9",1851,"tr_6"
31830,"GZ",NA,"06","643a","CDI","O","C","ct_9",1602,"tr_1"
31832,"FZ","49","49","632j","CDI","O","C","ct_6",1214,"tr_1"
31836,"NZ","92","78","561f","CDI","O","C","ct_9",402,"tr_4"
31848,"HZ","92","92","451a","CDI","O","C","ct_9",1593,"tr_5"
31857,"GZ",NA,NA,"551a","CDI","O","P","ct_6",1116,"tr_1"
31860,"CF","28","28","625c","CDI","O","C","ct_9",895,"tr_6"
31861,"EZ","02","02","641a","CDI","O","C","ct_9",1800,"tr_4"
31870,"HZ","88","88","451a","CDI","O","C","ct_9",1820,"tr_2"
31883,"NZ","89","89","564a","CDI","O","C","ct_8",1188,"tr_1"
31884,"AZ","03","03","542a","CDI","O","C",NA,288,NA
31886,"CC","88","88","628g","CDI","O","C","ct_9",1873,"tr_3"
31887,"CA","06","06","643a","CDI","O","C","ct_9",685,"tr_3"
31893,"SZ","22","22","373d","CDI","O","C","ct_8",1820,"tr_1"
31896,"FZ","56","56","632f","CDI","O","C","ct_9",1636,"tr_1"
31902,"FZ","2B","2B","632g","CDI","O","C","ct_9",1409,"tr_1"
31903,"NZ","25","21","684a","CDI","O","P","ct_9",746,"tr_4"
31916,"HZ","59","59","676c","CDI","O","P","ct_9",1063,"tr_6"
31917,"CK","29","29","473a","CDI","O","C","ct_9",1820,"tr_6"
31918,"QA","56","56","526b","CDI","O","C","ct_9",1339,"tr_1"
31925,"CL","70","70","477a","CDI","O","C","ct_9",468,"tr_6"
31942,"PZ","51","51","422b","CDI","O","C","ct_8",2015,"tr_5"
31956,"JC","69","69","388c","CDI","O","C","ct_9",1743,"tr_5"
31959,"QB","30","84","525d","CDI","O","C","ct_9",1689,"tr_3"
31961,"QB","59","59","563a","CDI","O","N","ct_7",3000,"tr_1"
31977,"CB","95","93","476b","CDI","O","C","ct_9",1980,"tr_5"
32028,"IZ","93","77","676c","CDI","O","C","ct_9",577,"tr_6"
32034,"QA","60","60","526a","CDI","O","P","ct_8",893,"tr_4"
32043,"SZ","75","75","684a","CDI","O","C","ct_8",1585,"tr_1"
32052,"MA","35","35","561d","CDI","O","P","ct_8",2662,"tr_4"
32059,"OZ","44","44","545d","CDI","O","P","ct_8",1241,"tr_6"
32064,"QB","33","33","563b","AUT","O","P","ct_2",1425,"tr_4"
32069,"KZ","58","58","467b","CDI","O","C","ct_9",1820,"tr_2"
32074,"QA","22","22","431d","CDD","O","C","ct_9",667,"tr_6"
32077,"QB","77","77","543g","CDI","O","P","ct_8",1509,"tr_4"
32079,"DZ",NA,NA,"477c","CDI","O","C","ct_9",1904,"tr_5"
32082,"QB","17","17","525d","CDI","O","C","ct_9",489,"tr_3"
32083,"GZ","95","93","634a","CDI","O","C","ct_9",1596,"tr_1"
32109,"MA","93","75","632k","AUT","O","C","ct_3",1820,"tr_6"
32110,"OZ","87","87","525b","AUT","O","P","ct_2",1456,"tr_2"
32116,"DZ","95","78","462e","CDI","O","C","ct_9",1820,"tr_3"
32138,"RZ","68","68","632k","CDI","O","N","ct_5",1126,"tr_3"
32144,"CA","26","07","463c","CDI","O","C","ct_9",926,"tr_4"
32146,"CK","27","27","623a","CDI","O","C","ct_9",1358,"tr_5"
32149,"CG","25","25","653a","CDI","O","C","ct_9",1831,"tr_5"
32154,"NZ","44","44","653a","TTP","O","C","ct_9",1018,"tr_1"
32157,"HZ","59","59","477c","CDI","O","C","ct_9",981,"tr_6"
32169,"QB","44","44","628g","CDI","O","C","ct_8",1644,"tr_3"
32170,"QB","85","85","434c","CDI","O","P","ct_8",1857,"tr_2"
32171,"QB","46","46","563a","AUT","O","C","ct_2",1820,"tr_5"
32177,"IZ","87","87","561d","CDI","O","C","ct_9",321,"tr_3"
32187,"GZ","93","75","433b","CDI","O","P","ct_9",1534,"tr_3"
32200,"AZ","33","24","691d","CDI","O","P",NA,225,NA
32201,"MA","92","92","543h","CDI","O","P","ct_6",1927,"tr_1"
32226,"PZ","93","93","524b","CDI","O","P",NA,136,NA
32238,"CE","72","30","463b","CDI","O","C","ct_9",1356,"tr_2"
32256,"CA","31","31","461f","CDI","O","C","ct_9",910,"tr_6"
32262,"KZ",NA,NA,"461b","CDI","O","C","ct_9",1820,"tr_5"
32271,"QA","95","95","526a","CDI","O","C",NA,318,NA
32272,"QB","05","05","525d","CDI","O","C","ct_8",564,"tr_4"
32280,"CA",NA,NA,"625d","CDI","O","C","ct_9",1564,"tr_3"
32281,"QB","54","54","563b","CDI","O","N","ct_7",492,"tr_1"
32282,"GZ","38","38","554h","CDI","O","C","ct_9",1238,"tr_1"
32288,"OZ","56","56","525b","AUT","O","P","ct_2",1345,"tr_6"
32296,"GZ","14","14","462b","CDI","O","P","ct_9",1294,"tr_5"
32302,"KZ","78","92","372c","CDI","O","P","ct_9",1638,"tr_6"
32308,"LZ","69","69","477c","CDI","O","C","ct_9",1820,"tr_2"
32316,"FZ","38","69","542a","CDI","O","C","ct_9",1624,"tr_5"
32321,"GZ","76","76","543g","CDI","O","C","ct_9",1975,"tr_5"
32324,"NZ","91","91","526b","CDI","O","C","ct_9",857,"tr_1"
32328,"QB","68","68","684a","CDD","O","P","ct_8",259,"tr_4"
32330,"QB","37","37","526a","CDI","O","C","ct_9",1959,"tr_4"
32333,"QB","13","13","526a","CDI","O","P","ct_8",400,"tr_2"
32336,"GZ","05","05","551a","CDI","O","C","ct_9",1961,"tr_3"
32340,"QB","10","10","563a","CDI","O","N","ct_7",1218,"tr_0"
32362,"QB","25","25","431d","CDI","O","P","ct_8",1022,"tr_5"
32366,"FZ","06","83","681a","CDI","O","C","ct_9",1689,"tr_3"
32371,"CA","62","59","625d","CDI","O","C","ct_9",1400,"tr_4"
32375,"NZ","83","83","534a","CDI","O","C","ct_9",2072,"tr_5"
32378,"IZ","13","13","561d","CDI","O","P","ct_9",947,"tr_4"
32384,"CG","60","60","684a","CDI","O","C","ct_9",737,"tr_6"
32386,"FZ","04","04","542a","CDI","O","P","ct_9",715,"tr_2"
32387,"HZ","68","68","451a","CDI","O","C","ct_9",607,"tr_2"
32389,"SZ","75","93","627b","CDI","O","C","ct_9",1092,"tr_1"
32396,"HZ","68","68","451g","CDI","O","C","ct_4",1860,"tr_6"
32416,"CG","43","43","652a","CDI","O","C","ct_9",1843,"tr_6"
32426,"TZ",NA,NA,"563c","CDI","O","C",NA,649,NA
32434,"CA","09","09","674c","CDI","O","C","ct_9",1753,"tr_3"
32444,"NZ","56","29","628e","CDI","O","C","ct_9",1683,"tr_4"
32460,"CB","59","59","635a","CDI","O","C","ct_9",1868,"tr_2"
32465,"QA","92","92","526b","CDI","O","P","ct_6",1617,"tr_1"
32466,"NZ","94","94","481a","CDI","O","C","ct_9",1806,"tr_3"
32467,"QA","31","31","431f","CDI","O","C","ct_8",1794,"tr_3"
32472,"PZ","75","75","421b","CDI","O","P","ct_8",1248,"tr_3"
32483,"KZ","11","11","467c","CDI","O","C","ct_8",1768,"tr_4"
32489,"PZ","76","76","525a","CDI","O","C","ct_8",1012,"tr_4"
32501,"QB","59","59","563a","CDI","O","N","ct_7",838,"tr_0"
32550,"TZ",NA,NA,"563c","CDI","O","N","ct_7",989,"tr_0"
32553,"QB","59","59","563b","CDI","O","N","ct_7",378,"tr_1"
32570,"OZ","33","33","545d","CDI","O","C","ct_8",1802,"tr_6"
32574,"GZ","13","13","676a","CDI","O","C","ct_9",304,"tr_3"
32578,"FZ","31","31","382a","CDI","O","C","ct_9",1820,"tr_0"
32580,"QA","49","49","526b","CDI","O","P","ct_6",796,"tr_1"
32586,"GZ","42","42","634c","CDI","O","C","ct_9",2042,"tr_1"
32587,"JA","19","87","423b","CDI","O","C","ct_9",819,"tr_0"
32588,"QA","05","05","461c","CDI","O","C","ct_9",1777,"tr_2"
32591,"MC","38","38","467c","CDI","O","P","ct_9",1466,"tr_3"
32597,"QB","33","33","525d","CDI","O","C","ct_9",1838,"tr_0"
32613,"PZ","26","26","524b","CDI","O","P","ct_1",1274,"tr_5"
32622,"HZ","45","45","533c","CDI","O","C","ct_9",1573,"tr_4"
32624,"BZ","19","23","651b","CDI","O","C","ct_9",2028,"tr_1"
32630,"NZ","93","95","684a","CDI","O","C","ct_9",624,"tr_0"
32631,"AZ","46","46","691b","CDI","O","C",NA,394,NA
32648,"GZ","91","91","543b","CDI","O","C","ct_9",924,"tr_3"
32652,"OZ","59","59","542a","CDI","O","C","ct_8",1330,"tr_6"
32654,"GZ","34","34","684a","CDI","O","C","ct_9",774,"tr_4"
32660,"NZ","51","51","478a","CDI","O","C","ct_8",922,"tr_2"
32662,"CC","07","07","652a","CDI","O","C","ct_9",1469,"tr_4"
32674,"PZ","29","29","525a","CDI","O","P","ct_8",1028,"tr_1"
32676,"OZ","13","13","451g","CDI","O","C","ct_2",514,"tr_6"
32679,"QB","13","13","563b","CDI","O","C",NA,283,NA
32685,"HZ","68","68","641b","CDI","O","C","ct_9",1602,"tr_4"
32703,"CH","44","44","626a","CDI","O","P","ct_9",590,"tr_6"
32705,"MA","77","92","388a","CDI","O","C","ct_9",1820,"tr_2"
32712,"QA","44","44","526a","CDI","O","P","ct_8",927,"tr_4"
32735,"CA","72","72","625d","CDI","O","C","ct_9",1577,"tr_5"
32743,"CJ","72","72","473b","CDI","O","C","ct_9",1462,"tr_6"
32749,"SZ","51","51","562b","CDI","O","C","ct_9",1600,"tr_1"
32750,"RZ","33","33","542a","CDI","O","C","ct_9",1278,"tr_3"
32751,"OZ","78","78","435b","TOA","O","P","ct_2",529,"tr_6"
32757,"MA","66","66","423b","CDI","O","C","ct_9",1684,"tr_1"
32759,"HZ","60","60","641a","CDI","O","C","ct_9",1598,"tr_2"
32780,"OZ","47","47","543e","CDI","O","C","ct_8",1991,"tr_6"
32781,"GZ","91","89","486d","CDI","O","C","ct_9",1784,"tr_3"
32787,"OZ","69","38","434a","CDI","O","P","ct_2",911,"tr_5"
32794,"QB","94","91","423b","CDI","O","C","ct_8",1820,"tr_2"
32804,"OZ","86","86","472d","AUT","O","C","ct_2",1814,"tr_3"
32811,"NZ","85","44","691c","TOA","O","C","ct_8",397,"tr_6"
32835,"GZ","26","07","554a","CDI","O","C","ct_9",425,"tr_6"
32845,"KZ","44","44","467b","CDI","O","C","ct_9",679,"tr_5"
32847,"QB","49","49","424a","CDI","O","P","ct_8",346,"tr_3"
32855,"FZ","89","89","481b","CDI","O","C","ct_9",1768,"tr_4"
32875,"LZ","76","76","684a","CDI","O","C","ct_9",1771,"tr_4"
32876,"CA","80","80","461f","CDI","O","P","ct_9",1374,"tr_5"
32882,"CA","33","33","554a","CDI","O","C","ct_9",690,"tr_1"
32886,"CA","47","33","554a","CDI","O","P","ct_6",556,"tr_1"
32890,"NZ",NA,NA,"542a","CDI","O","C","ct_9",1749,"tr_1"
32895,"GZ","29","29","462b","CDI","O","C","ct_9",1911,"tr_3"
32904,"PZ","73","73","461b","CDI","O","P","ct_8",1547,"tr_3"
32912,"CH","59","59","486d","CDI","O","C","ct_9",789,"tr_4"
32995,"GZ","47","47","633a","CDI","O","C","ct_9",2028,"tr_3"
33002,"HZ","17","17","652a","CDI","O","C","ct_9",1958,"tr_3"
33005,"MA","69","94","461f","CDI","O","C","ct_9",1399,"tr_6"
33007,"HZ","14","53","641a","CDI","O","C","ct_9",2200,"tr_5"
33011,"CH","61","28","673c","CDI","O","C","ct_9",1247,"tr_0"
33013,"QA","16","16","526a","CDI","O","C","ct_3",1819,"tr_6"
33017,"GZ","13","13","653a","CDI","O","C","ct_9",1824,"tr_5"
33021,"GZ","67","67","463e","CDI","O","C","ct_9",1948,"tr_3"
33028,"IZ","57","57","684a","CDI","O","C",NA,260,NA
33032,"NZ","75","75","534a","CDI","O","C","ct_9",304,"tr_3"
33037,"OZ","17","33","523c","AUT","O","C","ct_2",1239,"tr_6"
33038,"QB","69","69","526c","CDI","O","P","ct_8",463,"tr_3"
33041,"QB","53","53","632k","CDI","O","C","ct_3",1381,"tr_4"
33054,"MA","60","60","543b","CDI","O","C","ct_9",1679,"tr_1"
33058,"QB","83","83","543h","CDI","O","P","ct_8",1533,"tr_6"
33076,"SZ","14","95","435b","CDI","O","C","ct_8",1671,"tr_3"
33093,"MA","93","78","543g","CDI","O","P","ct_9",3000,"tr_5"
33103,"CH","08","08","628a","CDI","O","C","ct_9",786,"tr_4"
33117,"GZ","47","47","641a","CDI","O","C","ct_9",907,"tr_1"
33123,"LZ","75","75","564a","CDI","O","C","ct_5",1820,"tr_6"
33147,"SZ","62","62","631a","CDD","O","C","ct_8",1454,"tr_3"
33154,"NZ","39","39","684a","CDI","O","P","ct_9",749,"tr_4"
33165,"CK","67","67","461b","CDI","O","C","ct_9",1824,"tr_5"
33180,"QA","78","78","433a","CDI","O","C","ct_9",2028,"tr_2"
33203,"LZ","83","83","486d","CDI","O","C","ct_5",1820,"tr_6"
33208,"PZ","56","56","341a","CDI","O","C","ct_8",1820,"tr_4"
33210,"MA","77","91","543b","CDI","O","C","ct_9",1743,"tr_1"
33224,"HZ","85","75","461e","CDI","O","C","ct_5",912,"tr_6"
33235,"CM","16","16","637d","CDI","O","C","ct_9",1214,"tr_2"
33242,"CC","85","85","627d","CDI","O","C","ct_9",1750,"tr_4"
33255,"MA","77","77","461d","CDI","O","C","ct_9",1997,"tr_1"
33286,"QB","93","93","434d","CDI","O","C","ct_8",1542,"tr_4"
33293,"CK","07","26","623a","CDI","O","C","ct_9",1057,"tr_3"
33297,"GZ",NA,NA,"487a","CDI","O","C","ct_9",1984,"tr_1"
33304,"FZ","77","60","632e","CDI","O","C","ct_9",1487,"tr_1"
33306,"GZ","06","06","344d","CDI","O","P","ct_9",785,"tr_1"
